id,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
8941,3lohME7pf8CIbVoToTdWV5,Cuando Estoy Contigo (Remix) [feat. Baby Rasta y Gringo],"Gotay ""El Autentiko""",37,5P3Aem9u2DsEWlUyJOcNGH,El Del Vibrato,10/29/2013,Los Cangri,2hTs6GuPwhmg4ApNqxWXLE,latin,latin hip hop,0.644,0.837,6,-6.78,0,0.0552,0.21,0,0.282,0.806,82.034,235413
8942,0Ryd8975WihbObpp5cPW1t,boyfriend (with Social House),Ariana Grande,84,3zVB99XMdbP9HTVNg0GJwV,boyfriend,8/2/2019,post teen pop,3kvwJXPULhSUalL6ykJbn5,pop,post-teen pop,0.4,0.795,10,-3.731,0,0.461,0.119,0,0.159,0.702,190.097,186107
8943,4H3vuLX59XPqdtTpIesGyS,California Girls,David Lee Roth,46,2CLt8z7ozftRAx6I37C7rE,Crazy From The Heat,1/15/1985,80s Pop & Rock Hits and Album Tracks,0XOIK4m26aeYSD61E5nSVW,rock,album rock,0.582,0.748,4,-5.93,1,0.0521,0.432,0,0.0707,0.433,115.13,171456
8944,1Ovg7mt95a6ICyiWBj2o1n,Blood Dirt Love Stop,The Heavy,31,5MmMomspau1V5YpXjHYJRy,The Glorious Dead,8/17/2012,Sexy Soul 2020,5EMARioe9z9eKOeWIAC2JW,r&b,neo soul,0.474,0.526,6,-7.451,0,0.0323,0.00412,1.95e-05,0.335,0.597,172.084,236254
8945,4AwjvpvIGK0vvIB2TJym3D,On My Block,Scarface,20,5ZaUpvU47yvZgbmGYSs8O7,"Def Jam 25, Vol. 9 - Welcome To The South (Explicit Version)",1/1/2009,Dirty South Rap Classics by DJ HOTSAUCE,0tLHH1C4HkWEUCXXSSjbOe,rap,southern hip hop,0.77,0.94,10,-2.913,1,0.153,0.153,0,0.0551,0.698,82.76,214520
8946,0UQwlF2pRkr1lMN6kNNUj3,La Boca,Mau y Ricky,80,01yYW0rRRwlEZx1dMmc5ff,Para Aventuras y Curiosidades,5/3/2019,Latest Latin American Hits 2020,51LvliKED7oZNJR8XCiPip,latin,latin hip hop,0.618,0.795,2,-1.8,1,0.113,0.0655,0,0.309,0.76,185.901,206279
8947,3ByAeJLS7g7s4oolHdxidF,Bernice Burgo$,Nino Khayyam,40,3Hge8wlgQhBZ4KulyOM5yU,Bernice Burgo$,12/25/2019,Top Urban Underground,4Gc9TFxlqmoe50m9Yy78ei,r&b,urban contemporary,0.867,0.607,1,-7.973,1,0.245,0.118,0,0.0885,0.318,135.044,199863
8948,0VSzREd1OjEWJ9tXoFHRQH,Those Kinda Nights (feat. Ed Sheeran),Eminem,76,4otkd9As6YaxxEkIjXPiZ6,Music To Be Murdered By,1/17/2020,"Latest Hits 2020 - Pop, Hip Hop & RnB",7FqZlaYKkQmVnguJbHuj2a,r&b,hip pop,0.794,0.637,4,-6.29,0,0.339,0.028,0,0.0919,0.393,103.868,177693
8949,7eiP7dsQZybO0vw2jGJvWC,Six Two Eight - 628,Europe,44,51GJxryb90Fzi8uLGrNg3C,"Six Two Eight, 628 (feat. Invisible)",2/28/2012,Permanent Wave CHDB,2foj4ZYVHRGqSd1aMqNPBj,rock,permanent wave,0.813,0.833,0,-8.078,0,0.0671,0.0703,0.00107,0.325,0.901,127.88,485094
8950,4SE81CrzH0qPA8KHqM9Syz,Just,Radiohead,61,500FEaUzn8lN9zWFyZG5C2,The Bends,3/28/1995,Permanent Wave,5Go0Jsxj1UnsU7Om841BEo,rock,permanent wave,0.291,0.767,7,-6.913,0,0.0862,0.000401,0.0119,0.0763,0.358,175.699,234800
8951,3vLrTViSGAa4uRG2ZHVL0J,Magical,Newclaess,45,6sq2KZQT1UTaxse9y6c8ZM,Magical,12/20/2019,Trance Party 2019 by FUTURE TRANCE,2yofeyPwe0ZNmJHTrGz2Qt,edm,big room,0.663,0.777,3,-4.756,1,0.0466,0.0612,0.000109,0.205,0.444,125.969,158571
8952,21xJVN5wEbJogczYxfZhqR,Black Beatles,Rae Sremmurd,10,5gyYLXgAcJoZrFgsmzA4MM,SremmLife 2 (Deluxe),8/12/2016,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.794,0.647,0,-6.232,1,0.0628,0.158,0,0.139,0.345,145.945,291893
8953,2E7W1X4maFFcjHrVrFA7Vs,Bark at the Moon,Ozzy Osbourne,65,537qKeG5gbEvKJpQ4Qmszn,Bark At The Moon (Expanded Edition),12/10/1983,’80s Hard Rock,37i9dQZF1DX68H8ZujdnN7,rock,hard rock,0.303,0.961,9,-5.333,0,0.243,0.00253,6.2e-05,0.132,0.305,146.591,257120
8954,1s82u8aaERDyKAyt2vyhQr,Aftershock (feat. Jacquie),Cash Cash,47,1TgJXcoFJ7BN0NiViN7wtx,"Blood, Sweat & 3 Years",6/24/2016,Female Vocal EDM,5QaPRbVgbEcCc9jC1UxgD1,edm,progressive electro house,0.544,0.811,8,-2.271,1,0.0515,0.052,0,0.121,0.188,129.011,206320
8955,63U6DJ2Q7alA97eUkFdwDv,Sucédeme,Jotdog,0,0eaya7r75rAc2YbwxExTqL,Turista del Amor,1/17/2012,ELECTROPOP EN ESPAÑOL,3VfscqF7zq65IGKiYM3FS0,pop,electropop,0.628,0.52,0,-10.023,1,0.0296,0.147,4.88e-06,0.0917,0.273,135.003,238027
8956,4dZTZbmJBCCofAExHwefda,Lottery (Renegade),K CAMP,79,6Z8fenVdNwyQZ9iBFkNyKZ,Wayy 2 Kritical,6/21/2019,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,0.915,0.556,1,-8.601,1,0.216,0.0145,0.000179,0.0733,0.67,148.964,170947
8957,0iOsLardygHDqlTMExp9ak,Coronamos,Lito Kirino,0,2hbo1db1yz5EsQ1Rcefc7c,Coronamos,4/13/2016,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.709,0.617,10,-6.847,0,0.216,0.0936,0.0741,0.795,0.423,141.815,199602
8958,2YzHSCRkNrOJmmYZ0HPBJJ,Over The Hills And Far Away,Gary Moore,39,4fZCG7qWKuJHASZyxZeXnM,Out In The Fields - The Very Best Of Gary Moore,1/1/1998,Hard Rock Classics 1967-1991 (Party Edition),1NIX36ZFWEtgXSbSNghoue,rock,hard rock,0.176,0.949,2,-6.25,1,0.198,0.000509,0.273,0.118,0.261,183.46,320773
8959,4wzt5Rrk3W98pHXAqutuJw,Talk,Coldplay,62,4E7bV0pzG0LciBSWTszra6,X&Y,6/7/2005,L' ALBUM ROCK,0jilq2XZP9F2fwzp2k6iXK,rock,album rock,0.413,0.557,7,-10.841,0,0.0335,0.00548,0.00227,0.155,0.158,120.318,311292
8960,658CdDgzlC3vMYyuho3Thl,Flight,Semser,17,2K2gRaa3xoO2XOb8VJ02VS,Blocksound,4/27/2018,House Electro 2019,72r6odw0Q3OWTCYMGA7Yiy,edm,electro house,0.723,0.914,7,-9.359,1,0.0801,0.00608,0.878,0.104,0.663,127.968,121875
8961,16X5gBguFn1dOffBAjUrR0,No Estaba en Mis Planes,Marissa Mur,38,4XMZdIcRn1Fz6oCNhAEYlg,Amores,4/26/2019,Paraíso Tropical,2v41efarffe6iY8qpMK5Gj,latin,tropical,0.677,0.504,7,-9.499,1,0.0806,0.491,0,0.154,0.532,98.106,162573
8962,6DuE8kXIDJ3oiCibWXmgeN,Thorns,Faustix,60,57ATyOS7Gud3uEjzIbMp7Y,Thorns,3/29/2019,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.708,0.825,4,-3.117,1,0.0615,0.031,0,0.191,0.662,109.991,186000
8963,4OSEE9iEHADmTSCpxl87GJ,Paris (Aeroplane Remix),Friendly Fires,51,6o5Da716CH8m1im2XiaeE1,Friendly Fires,2008,Electropop And Play,7p30DzTAgW6OhspSXHTI88,pop,electropop,0.703,0.719,1,-6.625,0,0.0461,0.00889,0.0962,0.0695,0.462,112.009,465333
8964,22f8SFdCOXQI2xRIVl7Y33,Flying Whale,Greenish,17,44T4TjV0X1M8JGoUxfVylA,Everybody Out !,9/20/2019,SINULOG Festival 2020,0COM4nZqdXC3sMjVdcaU7V,edm,big room,0.348,0.278,4,-11.839,1,0.0286,0.629,0.364,0.363,0.158,131.318,233341
8965,79CfK2gMGf0svanec6LJOj,Shadowplay - 2007 Remaster,Joy Division,59,0cbpcdI4UySacPh5RCpDfo,Unknown Pleasures,6/1/1979,permanent wave,7rPsfDTqiZYIT4PVzQ4c0c,rock,permanent wave,0.433,0.756,9,-7.855,1,0.0565,0.000997,0.761,0.124,0.117,145.443,233720
8966,29SRvYOKbMLOZeOubNGtLb,Is She Really Going Out With Him?,Joe Jackson,58,6Bt6KjNfoCp6UbYVFGH4FH,Look Sharp!,1/5/1979,The Sound of Permanent Wave,4EYSGTuqe9cVfSVpX4gtGv,rock,permanent wave,0.874,0.318,3,-6.869,1,0.0454,0.0353,1.69e-05,0.217,0.919,116.117,215067
8967,1K6oIHSzqcLpToFiwIDSI7,Memories,Cypress Hill,29,3LSnZwsR7IQxXJ0AkO6mH0,Stoned Raiders,12/4/2001,Chicano Rap,3o3xRXWMtBMezk0E3wmtGI,latin,latin hip hop,0.896,0.815,5,-5.327,0,0.169,0.00557,0.00107,0.366,0.712,95.954,248933
8968,7yzbimr8WVyAtBX3Eg6UL9,Hallelujah,Leonard Cohen,66,6I58qJMqZHhb8jtNT3CuJB,Various Positions,12/11/1984,The Sound of Permanent Wave,4EYSGTuqe9cVfSVpX4gtGv,rock,permanent wave,0.28,0.344,0,-12.577,1,0.0293,0.715,0.00642,0.133,0.232,171.143,277160
8969,0NJp8GyCOWnQh71xKSPfuV,Freaky,Tory Lanez,71,0JDoNU0AZ54Ng8e2iPTKRs,Freaky,3/15/2019,Chixtape 5 - Tory Lanez,0UXwwVDipbBQeEX7h4YuKU,r&b,urban contemporary,0.966,0.563,8,-5.764,1,0.0618,0.00202,0,0.105,0.363,104.991,173926
8970,6DCZcSspjsKoFjzjrWoCdn,God's Plan,Drake,86,1ATL5GLyefJaxhQzSPVrLX,Scorpion,6/29/2018,2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS,2DjIfVDXGYDgRxw7IJTKVb,edm,pop edm,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973
8971,3wH3TWKBA9NCZinuBidD21,Mellow,Pete Philly & Perquisite,35,7jlGRCzUvTDKA96ivxTytk,Mindstate,4/18/2005,Neo Soul / Modern Jazz / Smooth Hiphop,07SNJ4MwYba9wwmzrbjmYi,r&b,neo soul,0.843,0.31,1,-12.206,0,0.0904,0.493,0.275,0.111,0.321,101.995,388947
8972,711Tr5BNM38pqJ71Ajt0nR,People I Love (Club Mix) - Spotify Edit,Sick Individuals,0,2wTaqT01fjfveEpRZ5cSn3,People I Love (Club Mix),7/14/2017,New House   ‍,54XvQQsViMBwjO1ws2o2wx,edm,electro house,0.596,0.891,10,-3.243,0,0.0676,0.0323,0.000222,0.106,0.322,128.027,202617
8973,1tsBrwoPcZRFClC02IIMFP,Kevin,Otsochodzi,55,2HDHDih7uMZls85bRQHJDK,Kevin,12/18/2019,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.442,0.427,1,-11.353,0,0.193,0.839,2.51e-05,0.0799,0.163,176.299,181364
8974,2usxQITOSDqvkYiI0oIwao,You should be sad,Halsey,86,1gBDGPFz9v93dxE3fUU9eO,You should be sad,1/10/2020,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,edm,pop edm,0.591,0.585,2,-6.35,1,0.0277,0.143,0,0.109,0.324,110.94,205473
8975,6RnkFd8Fqqgk1Uni8RgqCQ,Like I Do,David Guetta,72,5oU1ROIHS6IOWnb87GWhqU,Like I Do,2/22/2018,🔊BASSBOOSTED🔊⚡ELECTRO HOUSE⚡🔥EDM CAR MUSIC2018/2019🔥,4GSiiL8tcMgvoV7K1IADb8,edm,electro house,0.635,0.9,0,-3.719,0,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500
8976,4I8Ln1FQJcGROtwxRXqtqy,Whisper so Loud - Roxy Tones Remix,nourii,48,5913FtSb4jcNHpIACJHMVY,Whisper so Loud (Roxy Tones Remix),7/5/2019,Tropical House 2020,2oivDYqm1dQK4KbwVJTaf6,latin,tropical,0.711,0.689,4,-6.435,0,0.0581,0.107,0.000358,0.0768,0.611,114.975,178565
8977,0R332cdlS9LyE0Ge2PSlVC,Climbing Up the Walls,Radiohead,56,7dxKtc08dYeRVHt3p9CZJn,OK Computer,5/28/1997,Permanent Wave,5Go0Jsxj1UnsU7Om841BEo,rock,permanent wave,0.172,0.655,11,-7.476,0,0.042,0.0971,0.128,0.195,0.221,78.653,285200
8978,2oeyvFG0mFFDHUxhPVObNk,Flow Natural,"Tito ""El Bambino""",61,0GERlfOuy87BuTAcwuO5Kb,Top Of The Line,1/1/2006,Reggaeton Classics,37i9dQZF1DX8SfyqmSFDwe,latin,reggaeton,0.831,0.789,0,-5.498,1,0.0661,0.121,0,0.328,0.827,101.035,173867
8979,2528tHFeJZpm2xutrKFNIb,Rockin' All Over The World,Status Quo,17,76EMCm568vH0ppdbuUSlGb,Classic,2009,70s Hard Rock,6pZlZ20vt3aDjIKw98aBtQ,rock,hard rock,0.545,0.963,0,-5.173,1,0.102,0.101,0.491,0.41,0.87,131.564,216600
8980,5C2piF5AjMt4pCh0sgpeUB,Nunca Voy A Olvidarte,Cristian Castro,50,1XQYOY8gKZjku7pnMEJjSg,Primer Amor Los Éxitos,1/1/2013,Latin Pop Classics,37i9dQZF1DX6ThddIjWuGT,latin,latin pop,0.541,0.794,3,-7.134,1,0.0591,0.302,1.66e-05,0.326,0.615,156.089,300640
8981,5bBpofQENvGjfSqaDW1pPv,Repeat - Original Mix,Regal,28,7KSq1eIsdh2U8zV6WXIPS8,Alma Mater,7/6/2015,Underground Party | Hypnotic | Minimal | Acid | Big Room | Tech | Liquid,29jj7pQlDqnWclbHQk21Rq,edm,progressive electro house,0.761,0.806,11,-7.694,0,0.158,0.0226,0.873,0.111,0.162,126.031,442479
8982,5tzr9EB0ZUToxk79Q9mVkP,Chase Da Cat,G-Unit,0,3Um5njEfYT2NgowD5m0SDV,T.O.S. (Terminate On Sight),1/1/2008,Gangster Rap | 100 % Gangster,2e0d7otcM1oyecfi3zZPWk,rap,gangster rap,0.624,0.721,7,-3.778,1,0.429,0.211,0,0.0874,0.662,96.048,223027
8983,4piae89WoVnwucdJzWrB7M,O.P.P. (Re-Recorded),Naughty By Nature,5,6smksVgwxaPFGdSsIloCjo,Anthem Inc.,12/13/2011,"Back in the day - R&B, New Jack Swing, Swingbeat, RNB..etc.",3a9y4eeCJRmG9p4YKfqYIx,r&b,new jack swing,0.776,0.968,4,-4.25,0,0.0914,0.00147,0,0.204,0.667,97.765,250173
8984,6US3sBxFujqlBEgeuzPZt6,Mi Culpa,Princesa Alba,62,6zX1iavBIYsAgGv6P9ZfZ2,Mi Culpa,1/3/2020,Latin Pop Rising,37i9dQZF1DX8womvTyUjrN,latin,latin pop,0.827,0.572,0,-5.745,0,0.0835,0.429,0.0117,0.114,0.66,103.006,160697
8985,2oVqzEcaXpUnxQv7dIAtKb,House On Fire,Ryan Cabrera,30,6MuntHIybx5loQziH0px98,House On Fire,10/22/2014,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.559,0.832,2,-4.736,1,0.0328,0.000441,0,0.355,0.416,128.015,214496
8986,5nmHl233yo8XJvaNfdKAWU,Kids in Love (feat. The Night Game),Kygo,61,47oyrKaeobswT4T8zyaxdM,Kids in Love,11/3/2017,EDM TROPICAL,3pS63EDS40FVGYL41zAcU4,latin,tropical,0.499,0.673,0,-4.505,1,0.0348,0.399,1.21e-06,0.208,0.301,121.87,263400
8987,5tqZJUHEuqdN12RZVq2l9p,Hold On,The Internet,59,27ThgFMUAx3MXLQ297DzWF,Hive Mind,7/20/2018,Neo Soul 2019,44d7ppo4cggZJmzH2WOhAc,r&b,neo soul,0.7,0.414,0,-10.864,1,0.0373,0.849,0.0606,0.107,0.444,60.479,406467
8988,6FOpPA0a80RuBqqgDozvja,So Far Away,Staind,66,6PntFOrFJdHpXE9xzjhkyR,14 Shades of Grey,5/13/2003,Permanent Wave,2ExyzXAbukW7I8bDqdGvPB,rock,permanent wave,0.407,0.896,6,-2.935,1,0.063,0.012,0,0.196,0.156,138.697,243573
8989,3wjl3uPGckJUAeI5cRG0bZ,Caliente,Mente Fuerte,59,0POVd6EQEG02xIL01jsF0Y,Caliente,6/14/2019,Global X,37i9dQZF1DWUxHPh2rEiHr,latin,latin pop,0.746,0.647,8,-6.082,1,0.0827,0.59,0.000224,0.136,0.222,96.964,222004
8990,29ikXeGM6kScvhvqfvgiwO,Drunken Truth,Steve Void,56,2BWk9BoPaXaMi93wZsSoXk,The Seed EP,12/20/2019,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.781,0.745,1,-4.942,0,0.0374,0.0814,9.71e-05,0.106,0.498,110.051,158091
8991,7zoa1nv5hDuoj7fWh7X4IV,Lo Que Yo Quiero,Maía,43,3f3ohkl92Hd3UFIH37Ei9i,Lo Que Yo Quiero,11/15/2019,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,0.694,0.83,0,-5.222,1,0.0369,0.37,9.71e-06,0.194,0.808,93.377,244053
8992,6O9lWxS5X8htEKFIwzFF7T,In The Dark,Billy Squier,0,5FATFw46kqvlhayx9QCxLd,Don't Say No,1981,Classic Rock Greatest Hits,6TeyryiZ2UEf3CbLXyztFA,rock,classic rock,0.582,0.657,4,-10.848,0,0.0289,0.109,7.65e-05,0.689,0.579,112.328,249240
8993,1mQ6oxC6caPHPY1siLKNzO,Summer Air (feat. Trevor Guthrie),Hardwell,51,25HUKIHCA9hKTUXf8ZJubh,Summer Air (feat. Trevor Guthrie),5/31/2019,Pop Dance Hits,7eERKCkgNKCCx5GYdeMIZf,pop,dance pop,0.632,0.574,4,-8.584,1,0.053,0.0942,0,0.215,0.557,125.989,201905
8994,5hDAT527wXWNBnJlujhuUs,Stuck In A Dream (feat. Gunna),Lil Mosey,64,5uSX6qtcBrqNOWBloxl6vr,Stuck In A Dream (feat. Gunna),9/17/2019,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.753,0.652,10,-5.943,0,0.0753,0.444,0,0.117,0.745,139.962,123560
8995,0BhvzFxq3FHiMdGcLiTphr,Make It Better (feat. Smokey Robinson),Anderson .Paak,14,2uiF3HvWDxAMupxCZ8t1VY,Make It Better (feat. Smokey Robinson),4/4/2019,Soul Coffee (The Best Neo-Soul Mixtape ever),16iNEskDatG5KbDV16F6LR,r&b,neo soul,0.676,0.56,4,-6.024,0,0.0643,0.0112,0.00403,0.137,0.551,178.555,219332
8996,4LQ33pNDlSJwKmwXNfupbv,Take the Highway,The Marshall Tucker Band,31,1fxEYNwdEzlAMOIzpdXy5w,Greatest Hits,1/1/2011,Southern Rock/Classic Rock,0QUlq0LMDVXSBtbyYLTyZh,rock,classic rock,0.34,0.847,7,-3.57,1,0.0381,0.039,0.00178,0.0606,0.522,96.123,371907
8997,5gU4UfBPa5w88uDrpcF2Kp,Feelings - Jay Dixie Remix,Deep Chills,35,1W48sRCbQoqCfZSrkInVRO,Feelings (Jay Dixie Remix),9/20/2019,Tropical House 🌴,06zrBJ5cts5aemZmqe80J7,latin,tropical,0.766,0.661,6,-6.227,1,0.211,0.633,0,0.0884,0.664,121.857,165415
8998,6QewNVIDKdSl8Y3ycuHIei,Even Flow,Pearl Jam,75,5B4PYA7wNN4WdEXdIJu58a,Ten,8/27/1991,Classic Rock,5BygwTQ3OrbiwVsQhXFHMz,rock,classic rock,0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,292581
8999,2LKlHBPHxLG5ArAXfF148n,Lemon - Edit,N.E.R.D,58,2xGzVkqqc7CFi74fAoIbAa,Lemon (Edit),12/6/2017,Hip pop,1Sc7bobknESH7SXQcnmoX5,r&b,hip pop,0.805,0.71,1,-6.642,1,0.309,0.000881,2.64e-05,0.358,0.147,190.044,146907
9000,5nieWhdPvbkmBTRJWJWzW4,RAW,L3N,19,1ccoN5yjPWB61RW6rw382m,RAW,7/12/2019,Big Room Beast,3PNyCpkY7NAXyhopBpj7vc,edm,big room,0.656,0.897,2,-3.301,1,0.0669,0.00495,0.581,0.0888,0.148,127.968,172630
9001,5bjSmlf4rwtGDFNOtjFhcy,Omega,KaZo,15,2CR1qJcLzH2oQBwwlv6N2s,Omega,1/18/2019,Big Room EDM,3S03NWbWkrR1e7DPH9rf9Z,edm,big room,0.704,0.973,7,-3.203,1,0.0714,0.00117,0.721,0.108,0.0745,127.922,127969
9002,3Tc57t9l2O8FwQZtQOvPXK,my strange addiction,Billie Eilish,82,0S0KGZnfBGSIssfF54WSJh,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",3/29/2019,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.939,0.305,8,-10.952,0,0.354,0.35,0.000169,0.105,0.563,100.029,179889
9003,5drW6PGRxkE6MxttzVLNk5,Secukupnya,Hindia,72,1DAuVHMlBvIjzWZALSUXbn,Menari Dengan Bayangan,11/29/2019,Global X,37i9dQZF1DWUxHPh2rEiHr,latin,latin pop,0.731,0.796,9,-5.098,0,0.0344,0.19,0.0606,0.354,0.933,102.006,205466
9004,2fxJDRmUMatqyZ6ZOQi7RD,Como Le Digo,Khea,3,5mj6EWL5GMjhlqxQqqRbBE,Como Le Digo,4/10/2018,Trap Argentino - Trap Argentina,6ltss0ThreZ3uIMn5mr4Tm,rap,trap,0.69,0.385,0,-8.444,1,0.0817,0.181,0,0.236,0.19,129.958,226101
9005,1n4WvznU9VbXQTIGdl9rBw,Dance With ME,Maniaxo,38,75eTamAxTJ42LYC9iUQSp1,Maniaxo Worldwide,8/27/2019,Waves Pop and EDM,64k01l4j6QtnZ8jMaI84AA,edm,pop edm,0.748,0.777,7,-9.353,1,0.073,0.00575,0.806,0.654,0.41,139.99,198912
9006,2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,OutKast,78,1UsmQ3bpJTyK6ygoOOjG1r,Speakerboxxx/The Love Below,2003,School Dance 2019 (Squeaky Clean),0SqaMfNsngZCpPw0UuelA7,latin,latin hip hop,0.728,0.974,4,-2.261,0,0.0665,0.103,0.000532,0.175,0.965,79.526,235213
9007,4D7DNBqLovDRh4kqYEjAqR,Halbes Kilo Gold,Milonair,0,2qaKfxIrqFWNZgwgbrwZ1U,Halbes Kilo Gold,6/1/2018,Gangster Rap Deutsch,1qXg9ck25tBRxeXsj8mbDG,rap,gangster rap,0.528,0.747,2,-4.402,1,0.322,0.229,0,0.0952,0.141,86.659,155962
9008,2G0qRdTqqYQYgL01MZj6ck,The Real Deal,Hydrogenii,43,3hYJeWAU6inXcsVKURkx5K,The Real Deal,6/28/2019,Lofi Hip-Hop,37i9dQZF1DX36Xw4IJIVKA,rap,hip hop,0.673,0.652,7,-4.971,1,0.0386,0.00643,0.888,0.0925,0.607,88.071,184119
9009,3yTR8aMxpwaPLEsjHmowEw,Beat Goes Down,Two Figures,28,3jhP1ZKh45HKnB7LFajyVd,Dizco EP,6/25/2018,Nasty Bits,37i9dQZF1DX2VvACCrgjrt,edm,electro house,0.901,0.964,4,-1.619,1,0.145,0.00381,0.15,0.304,0.694,125.005,224685
9010,6CWiDYxP6pZg2WwYuYg4Ol,Hard Knock Life (Ghetto Anthem),JAY-Z,3,4EOivv4vgGvUpxzkC3HrL9,The Hits Collection Volume One (Deluxe),11/22/2010,Oldschool Gangsta Rap 👑,0t9TeyXE2mWe70JT3YwSoH,rap,gangster rap,0.849,0.894,11,-1.744,0,0.352,0.143,0.00462,0.024,0.582,153.932,239398
9011,7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,86,3T4tUhGYeRNVUGevb0wThu,÷ (Deluxe),3/3/2017,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,233713
9012,6WDo5KoqkteS4p0xGn9W9L,Mr. Williams (feat. THEMXXNLIGHT & Curren$y) / Where is the Love,Wiz Khalifa,49,0YFou4SbS16F4GhSADLDfz,Rolling Papers 2,7/13/2018,Contemporary Hip Hop,68y3WoFJMMKDHUIpqCnoM3,rap,southern hip hop,0.586,0.699,11,-7.049,0,0.261,0.0729,0,0.211,0.299,123.991,399725
9013,1trLI0S0vx58WgYa4CX8ef,Dreamer,Four Tet,52,5qLuGXuwKEVR3MbvtZz1aS,Dreamer,7/17/2019,Electropop And Play,7p30DzTAgW6OhspSXHTI88,pop,electropop,0.758,0.765,0,-9.741,1,0.0831,0.545,0.887,0.0941,0.433,135.003,202681
9014,4d3cCNTG3PUgWhPButc4N7,Sing It With Me - Embody Remix,JP Cooper,50,2CSqme9HhEuoriPpNzwUiJ,Sing It With Me (Embody Remix),6/21/2019,Tropical Vibes,37i9dQZF1DXd8Gn5cSmvFy,latin,tropical,0.674,0.854,5,-5.253,1,0.115,0.054,0,0.379,0.503,111.969,180571
9015,5GVonz0OiMTTLgit6hCqDf,These Days (Don't Make Me Wait),Llewellyn,29,6E8q5NkfvALdKr8NZ5ZBhz,These Days,7/5/2019,Electropop And Play,7p30DzTAgW6OhspSXHTI88,pop,electropop,0.702,0.754,9,-5.458,0,0.0513,0.00506,0.844,0.082,0.387,124.011,373427
9016,1DHybjrWooObUXiqceVDcj,Suitelady (The Proposal Jam),Maxwell,36,2k5YAxjmAD3DmYtmlrY64p,Maxwell's Urban Hang Suite,4/2/1996,Neo Soul Music,78RRvktrPMSqAoCI21mNOe,r&b,neo soul,0.67,0.442,2,-7.755,0,0.0582,0.0822,3.51e-05,0.0699,0.399,78.084,288400
9017,3UxORWLWBMmpJiumQ0LNHu,Til I Die,6o,56,6BQGwnlRJMsFp09cM7Livz,Til I Die,1/25/2019,Sad Trap,7kzKtw5vug3IIxKfLadi8A,rap,trap,0.57,0.689,11,-4.693,1,0.0389,0.345,0.000556,0.45,0.3,82.522,129115
9018,3SEupjP7CBdIoNPrFrMozG,Bye Bye (feat. Ivy Adara),Gryffin,59,4VOj6KgAaOqAUS9bp6z6jp,Gravity Pt. 1,12/14/2018,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.618,0.754,4,-3.739,1,0.0882,0.00271,0,0.213,0.485,148.013,210928
9019,1ebdwj82NxclF7BGoPfxpf,Nena Fichu,Farruko,0,0nOM9Rw3lsFkPNJB4ZnmYh,The Ones,8/28/2015,REGGAETON VIEJO,31hG19URdBvLEpQWKFYfdD,latin,reggaeton,0.698,0.689,9,-5.61,0,0.0487,0.197,0,0.272,0.83,171.953,208066
